id,code,country,height,lat,lon,name,type
3612,ES2030A,Spain,39,36.511,-4.863,ES2030A-MARBELLA ARCO,traffic
3613,ES2034A,Spain,255,41.544167,0.829722,ES2034A-JUNEDA (PLA DE MOLÍ),background
3614,ES2036A,Spain,105,40.546111,0.425,ES2036A-VINARÒS PLANTA,industrial
3615,ES2037A,Spain,22,40.383333,0.709167,ES2037A-VINARÒS PLATAFORMA,industrial
3616,ES2038A,Spain,104,28.459311,-16.2702,ES2038A-TIO PINO-STA CRUZ DE TENERIFE,industrial
3617,ES1540A,Spain,721,40.458057,-3.863903,MAJADAHONDA,background
3618,ES0231A,Spain,738,42.008335,-4.566667,TERRAZA DEL EDIF. SERV.TERRIT.,traffic
3619,FI00185,Finland,19,60.455555,22.270281,Aninkaistenmäki,traffic
3620,FI00385,Finland,9,60.457779,22.272228,Aninkaistensilta,traffic
3621,FI00397,Finland,8,63.679169,22.718351,Bottenviksvägen,traffic
3622,FI00838,Finland,110,61.508541,23.675831,Epilä 2,traffic
3623,FI00871,Finland,4,60.16628,24.65439,Espoo Kattilalaakso,unknown
3624,FI00368,Finland,132,61.215836,25.133333,Evo (Lammi),background
3625,FI00851,Finland,10,60.19672,24.95119,Helsinki Mäkelänkatu,traffic
3626,FI00390,Finland,86,61.271667,24.028622,Hiekkatekonurmi,traffic
3627,FI00621,Finland,170,61.861111,24.283333,Hyytiälä,background
3628,FI00565,Finland,5,60.181946,24.955,Hämeentie,traffic
3629,FI00283,Finland,84,61.040278,28.177231,Ihalainen,industrial
3630,FI00428,Finland,235,63.143059,31.046955,Ilomantsi,background
3631,FI00376,Finland,66,61.169724,28.772228,Imatrankoski,traffic
3632,FI00200,Finland,92,62.898891,27.720558,Itkonniemi,traffic
3633,FI00828,Finland,25,60.291668,25.112501,Itä-Hakkila,unknown
3634,FI00152,Finland,7,61.483055,21.798069,Itätulli,traffic
3635,FI00550,Finland,7,61.482777,21.799736,Itätulli 2,traffic
3636,FI00453,Finland,104,60.816944,23.496677,Jokioinen,background
3637,FI00434,Finland,103,61.116665,28.496944,Joutsenon keskusta,traffic
3638,FI00579,Finland,53,60.467224,25.086115,Järvenpää,traffic
3639,FI00868,Finland,40,60.47132,25.08967,Järvenpää2,traffic
3640,FI00545,Finland,85,60.996061,24.455969,Kaivokatu,traffic
3641,FI00483,Finland,150,64.224167,27.733334,Kajaanin keskusta 2,traffic
3642,FI00602,Finland,150,64.224442,27.733334,Kajaanin keskusta 3,traffic
3643,FI00184,Finland,43,61.315,22.136669,Kaleva,industrial
3644,FI00801,Finland,107,61.499168,23.802221,Kaleva,background
3645,FI00425,Finland,21,60.1875,24.950562,Kallio 2,background
3646,FI00363,Finland,112,62.893612,27.670002,Kasarmipuisto,background
3647,FI00568,Finland,50,60.402225,25.097792,Kerava,traffic
3648,FI00066,Finland,89,60.987499,25.652781,Kisapuisto,background
3649,FI00511,Finland,80,62.59861,29.766666,Koskikatu 1,background
3650,FI00084,Finland,76,60.866943,26.703892,Kouvolan keskusta,traffic
3651,FI00574,Finland,75,60.869164,26.705563,Käsityöläiskatu,traffic
3652,FI00359,Finland,11,64.667496,24.423056,Lapaluoto,industrial
3653,FI00377,Finland,107,61.055553,28.184734,Lappeenrannan keskusta,traffic
3654,FI00506,Finland,107,61.059444,28.195288,Lappeenrannan keskusta 2,traffic
3655,FI00606,Finland,106,61.055748,28.187418,Lapppeenrannan keskusta 4,traffic
3656,FI00455,Finland,85,60.966944,25.658061,Laune,traffic
3657,FI00378,Finland,105,61.071667,28.262789,Lauritsala,industrial
3658,FI00407,Finland,12,60.220833,24.81529,Leppävaara 2,traffic
3659,FI00563,Finland,10,60.21639,24.81695,Leppävaara 3,traffic
3660,FI00841,Finland,10,60.220242,24.811329,Leppävaara 4,traffic
3661,FI00297,Finland,100,61.528057,23.688335,Lielahti,industrial
3662,FI00459,Finland,100,61.491669,23.881403,Linnainmaa,traffic
3663,FI00582,Finland,101,60.250278,24.062777,Lohjan keskusta,background
3664,FI00208,Finland,64,60.31361,24.689449,Luukki,background
3665,FI00031,Finland,101,62.243332,25.743898,Lyseo,traffic
3666,FI00464,Finland,101,62.243057,25.743341,Lyseo 2,traffic
3667,FI00558,Finland,87,62.893333,27.686668,Maaherrankatu,traffic
3668,FI00247,Finland,21,63.097778,21.625286,Maasilta,traffic
3669,FI00562,Finland,10,60.394447,25.660555,Mannerheiminkatu,traffic
3670,FI00564,Finland,5,60.169724,24.939171,Mannerheimintie,traffic
3671,FI00424,Finland,75,61.189167,28.770557,Mansikkala,background
3672,FI00427,Finland,340,68.000557,24.25,Matorova,background
3673,FI00833,Finland,11,64.676712,24.468981,Merikatu,industrial
3674,FI00293,Finland,150,60.978058,25.591394,Metsäkangas,background
3675,FI00339,Finland,10,60.359997,25.566124,Mustijoki,industrial
3676,FI00282,Finland,86,61.030277,28.169447,Mäntylän sairaala,industrial
3677,FI00072,Finland,135,60.978333,25.683614,Möysä,background
3678,FI00399,Finland,56,60.251389,24.063055,Nahkurintori,background
3679,FI00761,Finland,56,60.25145,24.062868,Nahkurintori 2,background
3680,FI00027,Finland,8,64.99472,25.478901,Nokela,industrial
3681,FI00601,Finland,79,61.87059,28.87613,Olavinkatu,traffic
3682,FI00352,Finland,310,66.321663,29.401684,Oulanka,background
3683,FI00446,Finland,5,65.010002,25.471392,Oulun keskusta 2,traffic
3684,FI00431,Finland,143,62.290001,25.709175,Palokka 2,background
3685,FI00273,Finland,60,61.12833,28.837782,Pelkolan tulliasema/Raja,industrial
3686,FI00549,Finland,120,61.498611,23.735579,Pirkankatu,traffic
3687,FI00179,Finland,40,61.331665,22.143333,Pirkkala,industrial
3688,FI00404,Finland,4,63.837635,23.131599,Pitkänsillankatu,traffic
3689,FI00588,Finland,7,61.482502,21.799736,Porin keskusta,traffic
3690,FI00546,Finland,89,61.686111,27.276667,Porrassalmenkatu,traffic
3691,FI00330,Finland,105,61.123608,28.446955,Pulpin K-lähikauppa,industrial
3692,FI00301,Finland,8,65.043335,25.497791,Pyykösjärvi,background
3693,FI00570,Finland,3,64.683334,24.481667,Raahen keskusta 2,traffic
3694,FI00299,Finland,90,61.49778,23.759722,Raatihuone,traffic
3695,FI00396,Finland,82,60.994724,24.458342,Raatihuoneenkatu,traffic
3696,FI00357,Finland,262,68.476944,28.303057,Raja-Jooseppi,background
3697,FI00438,Finland,6,60.513161,26.946211,Rauhala,industrial
3698,FI00551,Finland,3,63.834835,23.127508,Rautatienkatu,traffic
3699,FI00080,Finland,101,61.238056,28.873062,Rautionkylä,industrial
3700,FI00328,Finland,100,61.238335,28.875841,Rautionkylä TSP,industrial
3701,FI00460,Finland,6,60.425278,22.099459,Ruissalo Saaronniemi,industrial
3702,FI00447,Finland,13,60.17778,24.922777,Runeberginkatu,traffic
3703,FI00365,Finland,12,64.653336,24.454723,Saloinen,industrial
3704,FI00356,Finland,566,67.967224,24.112234,Sammaltunturi,background
3705,FI00867,Finland,150,60.97907,25.59109,Satulakatu,background
3706,FI00426,Finland,180,67.368057,26.629456,Sodankylä,background
3707,FI00839,Finland,107,62.88205,27.661968,Tasavallankatu,traffic
3708,FI00433,Finland,62,61.15322,28.80917,Teppanala,industrial
3709,FI00226,Finland,21,60.286945,25.040838,Tikkurila 2,background
3710,FI00370,Finland,21,60.290001,25.03945,Tikkurila 3,traffic
3711,FI00280,Finland,91,61.057308,28.24555,Tirilä Pekkasenkatu,industrial
3712,FI00074,Finland,102,60.983891,25.655281,Tori,traffic
3713,FI00186,Finland,5,60.451111,22.267508,Turun kauppatori,traffic
3714,FI00762,Finland,50,60.396667,25.021666,Tuusula (Järvenpääntie),traffic
3715,FI00354,Finland,5,59.844166,23.241953,Tvärminne,background
3716,FI00204,Finland,14,60.18528,24.916403,Töölö,traffic
3717,FI00576,Finland,14,60.190278,24.915847,Töölöntulli,traffic
3718,FI00349,Finland,7,59.779167,21.373894,Utö,background
3719,FI00586,Finland,16,63.101208,21.604071,Vaasan Vesitorini,background
3720,FI00465,Finland,15,63.095276,21.618351,Vaasan keskusta,traffic
3721,FI00206,Finland,27,60.193611,24.963903,Vallila 1,traffic
3722,FI00225,Finland,35,60.194447,24.96279,Vallila 2,traffic
3723,FI00852,Finland,10,60.3235,25.092181,Vantaa Päiväkumpu,background
3724,FI00781,Finland,25,60.223888,25.102501,Vartiokylä Huivipolku,background
3725,FI00067,Finland,99,60.983891,25.662233,Vesku 11,traffic
3726,FI00351,Finland,4,60.526112,27.671391,Virolahti,background
3727,FI00350,Finland,160,62.534164,24.215292,Ähtäri 1,background
3728,FI00372,Finland,180,62.588612,24.191952,Ähtäri 2,background
3729,FR25001,France,160,49.469166,1.119447,1 Mairie-Bois-Guillaume,traffic
3730,FR05012,France,90,49.507221,0.074172,12 Ignauval-Chateau d'eau-Ste. Adresse,unknown
3731,FR05063,France,4,49.493057,0.114736,142 BVD STRASBOURG,background
3732,FR0437A,France,0,50.651669,3.075564,15 Hotel de Ville-La Madeleine,unknown
3733,FR0630A,France,29,50.691944,3.180289,16 Service d'Hygiene-28 rue du Chateau-Roubaix,unknown
3734,FR04026,France,51,48.855,2.596678,1F77,background
3735,FR04019,France,44,48.795277,2.460842,1F94,background
3736,FR1182A,France,2,48.891392,2.240561,1I92,background
3737,FR04072,France,4,48.731388,2.291117,2F91,background
3738,FR04036,France,33,48.772221,2.421114,2F94,background
3739,FR0295A,France,143,48.579166,7.764181,2Station de ref-rue P. Montet,traffic
3740,FR0459A,France,0,50.964447,1.863622,31 Vielle Montagne-12 quai de la Loire,unknown
3741,FR05043,France,80,49.503613,0.136392,43 Frileuse-Rue Rouget de Lisle,unknown
3742,FR04033,France,35,48.858055,2.349736,4F75,background
3743,FR04064,France,4,49.016388,1.566125,5F78,industrial
3744,FR0267A,France,10,44.855278,-0.592508,6 Le Bouscat-Rue de la Liberation-Barriere Medoc,traffic
3745,FR25006,France,15,49.40889,1.083894,6 Lycee d'Etat-Blvd. du 14 juillet-Sotteville-les-Rouens,unknown
3746,FR04065,France,4,48.994999,1.744733,6F78,industrial
3747,FR04144,France,4,48.893059,2.519192,6F93,background
3748,FR25007,France,5,49.438335,1.04223,7 Port Autonome-Quai R. Wadington-Musoir-St.-Gervais,unknown
3749,FR04056,France,3,48.989166,1.809175,7F78,industrial
3750,FR04138,France,45,48.876942,2.311122,8F75,background
3751,FR18014,France,35,49.425556,2.838058,A. Thierry COMPIEGNE,industrial
3752,FR05021,France,5,49.473057,0.222228,A.T.O.-Usine de Gongreville,unknown
3753,FR27008,France,151,45.353186,4.804822,A7 Nord-Isère,traffic
3754,FR20013,France,163,45.720025,4.818156,A7 SUD LYONNAIS,traffic
3755,FR31019,France,119,43.359722,-0.566944,ABOS,industrial
3756,FR24013,France,1826,44.1056,7.22798,ADRECHAS,background
3757,FR24030,France,2,43.651112,7.204444,AEROPORT NICE,background
3758,FR12010,France,143,43.57222,1.42028,AFPA,industrial
3759,FR31032,France,50,44.192222,0.623889,AGEN,background
3760,FR25028,France,15,49.44389,1.104725,AIR NORMAND ROUEN,background
3761,FR09013,France,120,46.824696,-0.134794,AIRVAULT,industrial
3762,FR09301,France,120,46.824369,-0.135461,AIRVAULT 2,industrial
3763,FR03029,France,188,43.530292,5.441386,AIX CENTRE ECOLE ART,background
3764,FR03036,France,294,43.528252,5.414773,AIX OUEST BOUFFAN,background
3765,FR03048,France,293,43.555758,5.461806,AIX PLATANES,background
3766,FR03021,France,180,43.524064,5.449575,AIX ROY RENE,traffic
3767,FR41001,France,28,41.924686,8.735692,AJACCIO CANETTO,background
3768,FR41022,France,15,41.918172,8.7365,AJACCIO DIAMANT,traffic
3769,FR41003,France,15,41.964442,8.820278,AJACCIO PIATANICCIA,industrial
3770,FR41005,France,3,41.896078,8.804431,AJACCIO PORTICCIO,background
3771,FR41007,France,58,41.949231,8.757586,AJACCIO SPOSATA,background
3772,FR12026,France,182,43.928056,2.146111,ALBI DELMAS,background
3773,FR25030,France,10,49.429447,1.080289,ALEXIS CARREL ROUENG,background
3774,FR11013,France,35,50.620277,3.132792,ALLENDE,background
3775,FR31010,France,3,45.012222,-0.528333,AMBES,industrial
3776,FR31034,France,3,45.012222,-0.529722,AMBES 2,background
3777,FR23001,France,10,47.324097,-2.081567,AMPERE,industrial
3778,FR31017,France,40,43.494167,-1.527778,ANGLET,traffic
3779,FR33211,France,441,46.195833,6.240556,ANNEMASSE,background
3780,FR24006,France,8,43.581667,7.123058,ANTIBES GUYNEMER,traffic
3781,FR24007,France,77,43.599722,7.094725,ANTIBES JEAN MOULIN,background
3782,FR23150,France,33,47.447392,-0.550067,APPENTIS,background
3783,FR03086,France,205,43.880086,5.3625,APT,background
3784,FR31035,France,7,44.660556,-1.170556,ARCACHON,background
3785,FR04051,France,56,48.951389,2.223611,ARGENTEUIL,background
3786,FR03017,France,105,43.294167,5.568069,AUBAGNE,traffic
3787,FR03032,France,107,43.294783,5.571736,AUBAGNE LES PASSONS,background
3788,FR03028,France,122,43.292778,5.573061,AUBAGNE_EST PENITENT,background
3789,FR04018,France,42,48.903611,2.385278,AUBERVILLIERS,background
3790,FR23108,France,28,47.251945,-1.517508,AUVIGNE,traffic
3791,FR03080,France,31,43.949725,4.805081,AVIGNON MAIRIE,background
3792,FR12028,France,228,43.363331,1.788614,AVIGNONET-LAURAGAIS,background
3793,FR03081,France,20,43.938057,4.814181,AVIGNON_ARROUSAIRE,background
3794,FR03082,France,22,43.929779,4.822003,AVIGNON_CHARLES DE G,traffic
3795,FR14007,France,110,49.245277,4.064736,Adriatique Europe,background
3796,FR12043,France,150,43.630833,1.373056,Aeroport cote piste,traffic
3797,FR12044,France,150,43.634444,1.376389,Aeroport cote trafic,traffic
3798,FR08022,France,20,43.287758,3.504831,Agathois-piscénois,background
3799,FR33233,France,3842,45.878614,6.887319,Aiguille du Midi,background
3800,FR18037,France,87,50.014721,2.657778,Albert,background
3801,FR33121,France,352,45.675,6.389722,Albertville,background
3802,FR21031,France,140,48.445553,0.110833,Alençon Météo-France,background
3803,FR16063,France,310,47.624165,7.236669,Altkirch,industrial
3804,FR08618,France,170,44.142758,4.1388,Alès Cévennes,background
3805,FR18022,France,54,49.911945,2.300842,Amiens Nord AMIENS,background
3806,FR09104,France,60,45.645778,0.159472,Angoulême trafic,traffic
3807,FR36004,France,200,45.246497,4.669706,Annonay Urb centre,background
3808,FR1536A,France,130,44.383335,4.288894,Ardeche Rurale Sud,unknown
3809,FR36010,France,130,44.399683,4.289258,Ardèche Rurale Sud,background
3810,FR02022,France,15,43.675556,4.628611,Arles,background
3811,FR11022,France,13,50.688733,2.885236,Armentieres Centre,background
3812,FR28018,France,20,50.278996,2.781797,Arras Jaures,background
3813,FR28003,France,20,50.296307,2.7812,Arras Pompiers,background
3814,FR18039,France,33,50.129447,1.610833,Arrest,background
3815,FR01016,France,203,48.886386,6.093611,Atton,industrial
3816,FR13005,France,321,47.486686,6.842492,Audincourt place,traffic
3817,FR06018,France,34,50.330276,3.531125,AulnoyV Brassens,background
3818,FR07014,France,640,44.898336,2.420194,Aurillac Aerodrome,background
3819,FR07011,France,640,44.923164,2.436778,Aurillac Centre,traffic
3820,FR07017,France,641,44.931333,2.445167,Aurillac Mairie,background
3821,FR04058,France,35,48.925278,2.356667,Auto A1 -Saint-Denis,traffic
3822,FR04031,France,34,48.868889,2.311944,Av Champs Elysees,traffic
3823,FR09402,France,111,46.570003,0.323575,Avenue de Libération,traffic
3824,FR03087,France,21,43.937086,4.824931,Avignon Semard,traffic
3825,FR09008,France,10,46.135153,-1.117042,Aytré,background
3826,FR18050,France,112,49.460192,2.109111,Aéroport de BEAUVAIS,background
3827,FR04105,France,89,48.8728,2.4219,BAGNOLET,background
3828,FR1529A,France,0,47.183056,-1.553058,BALINIERE,unknown
3829,FR23179,France,25,47.183528,-1.553589,BALINIERE,background
3830,FR12024,France,138,43.613336,1.488889,BALMA,background
3831,FR33103,France,317,45.57111,5.978889,BARBY,background
3832,FR25504,France,6,49.4393,1.088,BARENTIN - Avenue de la Porte Océane - Gare SNCF-,traffic
3833,FR31007,France,36,44.900278,-0.514722,BASSENS,background
3834,FR41002,France,57,42.697919,9.446419,BASTIA GIRAUD,background
3835,FR41004,France,15,42.535825,9.475978,BASTIA LA MARANA,industrial
3836,FR41017,France,47,42.671336,9.434644,BASTIA MONTESORO,background
3837,FR41020,France,15,42.700097,9.451769,BASTIA SAINT NICOLAS,traffic
3838,FR23102,France,22,47.145279,-1.691395,BASTIE,background
3839,FR23120,France,47,47.468514,-0.556053,BEAUX ARTS,background
3840,FR23093,France,85,47.969166,0.216667,BEL AIR,background
3841,FR12031,France,260,43.441392,1.821944,BELESTA EN LAURAGAIS,background
3842,FR23053,France,40,47.210556,-1.606117,BELLEVUE,background
3843,FR12030,France,150,43.587219,1.443889,BERTHELOT,background
3844,FR20002,France,166,45.746861,4.836153,BERTHELOT,traffic
3845,FR1054A,France,150,43.587219,1.443897,BERTHELOT12,background
3846,FR05014,France,28,49.428059,0.360842,BERVILLE /MER MAIRIE,industrial
3847,FR12047,France,104,43.803889,1.595833,BESSIERES,industrial
3848,FR14010,France,90,49.282219,4.051111,BETHENY,background
3849,FR28001,France,25,50.516666,2.629178,BETHUNE,background
3850,FR28021,France,25,50.516666,2.648347,BETHUNE PROXIMITE,traffic
3851,FR31018,France,65,43.461389,-1.5525,BIARRITZ,background
3852,FR31013,France,195,43.310833,-0.391111,BILLERE,background
3853,FR03023,France,259,43.441669,5.46418,BIVER,industrial
3854,FR24001,France,320,43.806942,7.366125,BLAUSASC,background
3855,FR04156,France,51,48.902503,2.4525,BOBIGNY,background
3856,FR25033,France,155,49.474724,1.109731,BOISGUILLAUME SCHUMA,background
3857,FR23153,France,4,47.331522,-2.151625,BONNE FONTAINE,industrial
3858,FR31003,France,3,44.849722,-0.543889,BORDEAUX-BASTIDE,traffic
3859,FR31005,France,15,44.841389,-0.579722,BORDEAUX-GAMBETTA,traffic
3860,FR23046,France,4,47.313194,-2.093517,BOSSENES,industrial
3861,FR33232,France,1044,45.907222,6.845833,BOSSONS,traffic
3862,FR03022,France,257,43.450832,5.414181,BOUC BEL AIR,industrial
3863,FR12038,France,0,43.635833,1.429444,BOULODROME,industrial
3864,FR24005,France,162,43.725002,7.272228,BRANCOLAR,background
3865,FR20011,France,166,45.765278,4.831403,BREST,traffic
3866,FR24024,France,1210,44.896389,6.637975,BRIANCON,background
3867,FR03067,France,274,43.398733,6.076103,BRIGNOLES,background
3868,FR35004,France,121,45.158744,1.537222,BRIVE - Dalton,background
3869,FR18009,France,75,49.852776,3.273894,Bachy ST QUENTIN,background
3870,FR11015,France,27,50.616165,3.228158,Baisieux Ecoles,background
3871,FR30020,France,200,48.775858,5.162789,Bar Le Duc,background
3872,FR32008,France,364,46.491081,4.274723,Baron,background
3873,FR1531A,France,10,49.305,1.213903,Base loisirs POSES,unknown
3874,FR25049,France,21,49.304869,1.214367,Base loisirs Poses,background
3875,FR22001,France,247,49.139919,6.708167,Batiment ELF-ATO(1),industrial
3876,FR04053,France,50,48.850277,2.253336,Bd Periph Auteuil,traffic
3877,FR18036,France,97,49.438889,2.094444,Beaumont Beauvais,background
3878,FR13009,France,360,47.640667,6.859278,Belfort Octroi,traffic
3879,FR13016,France,357,47.63075,6.859028,Belfort centre,background
3880,FR02030,France,1,43.475278,5.169722,Berre Magasin STM,background
3881,FR02001,France,6,43.485833,5.171944,Berre l'Etang,background
3882,FR17006,France,337,47.297306,6.051917,Besancon Chailluz,background
3883,FR17001,France,243,47.235972,6.023611,Besancon Mégevand,traffic
3884,FR17002,France,332,47.262964,6.045,Besancon Palente,traffic
3885,FR17004,France,270,47.221972,5.971556,Besancon Planoise,background
3886,FR82006,France,321,47.2472,6.0154,Besancon Prevoyance,background
3887,FR17011,France,251,47.234906,6.029472,Besancon Victor Hugo,traffic
3888,FR82200,France,281,47.2425,6.0152,Besancon pl Leclerc,traffic
3889,FR82201,France,256,47.2453,6.0282,Besancon place Flore,traffic
3890,FR07023,France,1050,45.510392,2.930361,Besse et St Anastais,background
3891,FR28028,France,30,50.535386,2.635692,Bethune Stade,background
3892,FR28025,France,20,50.525276,2.648625,Bethune r. Lille,traffic
3893,FR39007,France,35,14.6104,-61.0546,Bishop,background
3894,FR08023,France,71,43.406792,3.188806,Biterrois-Narbonnais,background
3895,FR04329,France,49,48.838614,2.41278,Bld peripherique Est,traffic
3896,FR34502,France,84,47.5861,1.3349,Blois Papin,traffic
3897,FR34062,France,108,47.594606,1.333817,Blois centre,background
3898,FR34061,France,115,47.594606,1.303647,Blois nord,background
3899,FR01015,France,186,48.884725,6.051392,Blénod-lès-PAM,industrial
3900,FR25046,France,155,49.471914,1.126667,Bois Guillaume Cosm.,background
3901,FR18017,France,90,49.256943,2.48667,Bonnevay CREIL,background
3902,FR04131,France,42,48.873333,2.330278,Boulevard Haussmann,traffic
3903,FR10031,France,6,50.712472,1.6081,Boulogne Centre,traffic
3904,FR33301,France,223,46.212217,5.224747,Bourg en Bresse,background
3905,FR33305,France,220,46.211667,5.226389,Bourg-en-Bresse,background
3906,FR34514,France,64,47.085,2.3951,Bourges Moyenne,traffic
3907,FR34033,France,159,47.058971,2.360544,Bourges sud,background
3908,FR34030,France,155,47.075061,2.407219,Bourges-Baffier,traffic
3909,FR27007,France,226,45.608219,5.270872,Bourgoin-Jallieu,background
3910,FR06014,France,75,50.173611,3.23667,Boussois Delcourt,industrial
3911,FR10010,France,5,51.069164,2.527231,Bray-Dunes,background
3912,FR19001,France,220,48.355722,-3.870239,Brennilis,background
3913,FR19014,France,93,48.399647,-4.467236,Brest Desmoulins,traffic
3914,FR19012,France,48,48.386383,-4.486817,Brest Mace,background
3915,FR19011,France,80,48.415085,-4.471828,Brest Nattier,background
3916,FR19015,France,69,48.409056,-4.475106,Brest Pen ar Streat,background
3917,FR07037,France,337,45.778862,3.155839,Brezet - SDIS,background
3918,FR28014,France,20,50.475361,2.533333,Bruay Ecole,background
3919,FR08615,France,45,43.844242,4.388858,Bruguier,background
3920,FR25050,France,65,49.781219,1.345083,Bures-en-bray,background
3921,FR07020,France,495,46.060278,3.515139,Busset,background
3922,FR16060,France,247,47.595,7.5683,C.C.3 Frontières,background
3923,FR0060A,France,78,47.323334,-1.746678,C17-Route du Temple-Vigneux de Bretagne,unknown
3924,FR04008,France,51,48.799444,2.330556,CACHAN,background
3925,FR03031,France,294,43.704469,5.758433,CADARACHE/DURANCE,background
3926,FR24020,France,21,43.658336,7.157778,CAGNES LADOUMEGUE,background
3927,FR0814A,France,10,50.934723,1.852781,CALAIS Nord20,industrial
3928,FR20023,France,250,45.801388,4.848347,CALUIRE,traffic
3929,FR38003,France,50,-20.962783,55.296208,CAMBAIE,industrial
3930,FR18034,France,21,49.892778,2.339167,CAMON,background
3931,FR24008,France,25,43.551666,7.030289,CANNES BD ALSACE,background
3932,FR24009,France,69,43.562497,7.007222,CANNES BROUSSAILLES,background
3933,FR12017,France,182,43.928056,2.1625,CANTEPAU ALBI,background
3934,FR03088,France,116,44.060431,5.067419,CARPENTRAS,background
3935,FR12035,France,520,43.603861,2.239167,CASTRES RUE EDIT,background
3936,FR18025,France,24,49.893612,2.284444,CCI Amiens P,traffic
3937,FR12032,France,146,43.597222,1.445833,CCIT TOULOUSE,traffic
3938,FR38006,France,20,-20.932777,55.294731,CENTRALE EDF,industrial
3939,FR23099,France,33,47.449169,-0.545289,CENTRE FORMATION CCI,background
3940,FR05065,France,3,49.471111,0.194175,CENTRE ROULIER PAH,industrial
3941,FR04023,France,85,49.046389,2.043056,CERGY-PONTOISE,background
3942,FR14001,France,90,49.259445,4.056117,CERNAY Baie locale,background
3943,FR14022,France,80,48.962222,4.36,CHALONS,background
3944,FR33102,France,383,45.596667,5.918611,CHAMBERY LE HAUT,background
3945,FR33120,France,1038,45.9225,6.87,CHAMONIX,background
3946,FR04101,France,74,48.816389,2.5175,CHAMPIGNY-SUR-MARNE,background
3947,FR12040,France,148,43.556944,1.406389,CHAPITRE,industrial
3948,FR14051,France,160,49.745278,4.719167,CHARLEVILLE,background
3949,FR20021,France,169,45.775276,4.867228,CHARPENNES,background
3950,FR20041,France,166,45.579166,4.825286,CHATANAY,industrial
3951,FR12003,France,261,43.559723,1.451964,CHU RANGUEIL,background
3952,FR24014,France,1484,44.088333,6.989169,CIANS,background
3953,FR23188,France,18,47.2225,-1.5375,CIM BOUTEILLERIE,background
3954,FR11011,France,24,50.609997,2.990561,CIO,industrial
3955,FR38005,France,10,-20.931833,55.305931,CIRFI,industrial
3956,FR23172,France,17,47.273056,-1.433056,CLAIRAIS,background
3957,FR20032,France,203,45.687778,4.855561,CLOCHETTES,industrial
3958,FR23175,France,55,47.430164,-0.610064,CLOS DES BEAUVAIS,background
3959,FR09017,France,29,45.694725,-0.323361,COGNAC,background
3960,FR12001,France,154,43.619725,1.3475,COLOMIERS,background
3961,FR29440,France,1230,45.389578,4.615817,COL_OEILLON,background
3962,FR03083,France,69,44.097742,5.036817,COMTAT VENAISSIN,background
3963,FR24002,France,180,43.805553,7.320281,CONTES,industrial
3964,FR24023,France,235,43.793331,7.331392,CONTES 2,industrial
3965,FR28015,France,32,50.333332,3.050561,CORBEHEM,industrial
3966,FR20204,France,806,45.723414,4.598853,COTEAUX_DU_LYONNAIS,background
3967,FR20047,France,180,45.823225,4.953958,COTIERE AIN,background
3968,FR29421,France,480,45.466719,4.389781,COUBERTIN,background
3969,FR06017,France,32,50.125,3.424172,COUBERTIN CAUDRY,background
3970,FR23067,France,4,47.211777,-1.736236,COUERON VELODROME,industrial
3971,FR14003,France,90,49.236111,4.050556,COURAUX,background
3972,FR23141,France,5,47.2128,-1.5625,CREBILLON,traffic
3973,FR18006,France,75,49.852776,3.287781,CRIC ST QUENTIN,traffic
3974,FR20020,France,169,45.776112,4.894455,CROIX LUIZET,background
3975,FR20005,France,252,45.779999,4.819191,CROIX ROUSSE,background
3976,FR18048,France,48,49.0,2.0,CROUY,industrial
3977,FR38007,France,50,-21.265278,55.404171,CTG,industrial
3978,FR23091,France,4,47.286667,-2.030289,CUTULLIC,industrial
3979,FR23149,France,4,47.286114,-2.032289,CUTULLIC2,industrial
3980,FR12005,France,137,43.598336,1.431667,CYPRIEN,traffic
3981,FR21001,France,56,49.192219,-0.391111,Caen Chemin-Vert,background
3982,FR21016,France,8,49.175278,-0.353611,Caen Vaucelles,traffic
3983,FR10016,France,7,50.9471,1.84276,Calais Berthelot,background
3984,FR10021,France,33,50.955833,1.870281,Calais Chateaub,industrial
3985,FR10027,France,5,50.942503,1.8625,Calais ERE,industrial
3986,FR10022,France,32,50.950527,1.8825,Calais IUT,industrial
3987,FR10023,France,30,50.945835,1.860556,Calais Lafayette,traffic
3988,FR10020,France,10,50.925003,1.858342,Calais Nord21,industrial
3989,FR10026,France,4,50.950833,1.8425,Calais Parmentier,background
3990,FR10024,France,2,50.959169,1.848333,Calais Place Armes,traffic
3991,FR06009,France,62,50.175278,3.234167,Cambrai Gambetta,background
3992,FR10132,France,170,50.6105,1.9915,Campagne les B.,background
3993,FR25042,France,122,49.443333,1.027231,Canteleu,industrial
3994,FR10029,France,2,50.995908,2.365994,Cappelle,background
3995,FR02035,France,15,43.330833,5.151111,Carry le Rouet,industrial
3996,FR06133,France,148,50.09308,3.850003,Cartignies,background
3997,FR05037,France,85,49.503908,0.175731,Caucriauville,background
3998,FR40001,France,4,4.934722,-52.330275,Cayenne EDF Jubelin,background
3999,FR25043,France,11,49.400519,1.098825,Centre Hospitalier,background
4000,FR38018,France,147,-20.9498,55.313828,Centre Penitencier,industrial
4001,FR07003,France,385,45.773609,3.083333,Centre Ville,background
4002,FR08716,France,1322,42.417083,1.987686,Cerdagne,background
