id,code,country,height,lat,lon,name,type
0,AD0944A,Andorra,1637,42.516945,1.565014,Engolasters,background
1,AD0945A,Andorra,2515,42.534882,1.716986,Envalira,background
2,AD0942A,Andorra,1080,42.509724,1.539172,Escaldes-Engordany,background
3,AL0201A,Albania,162,41.330269,19.821772,Tirana Center,traffic
4,AL0202A,Albania,207,41.3456,19.851667,Tirana IPH,traffic
5,AT0ACH1,Austria,463,47.503056,11.70028,Achenkirch - Am Zenzfeld,background
6,AT30101,Austria,270,48.120277,14.879178,Amstetten,background
7,AT31102,Austria,891,47.855278,15.321947,Annaberg - Joachimsberg,background
8,AT60190,Austria,785,46.651947,15.367789,Arnfels - Remschnigg,background
9,AT2M121,Austria,574,46.558887,13.705003,Arnoldstein Gailitz Waldsiedlungsweg,industrial
10,AT2VL62,Austria,670,46.558056,13.666947,Arnoldstein Hohenthurn,industrial
11,AT20444,Austria,570,46.554165,13.698625,Arnoldstein Kugi,industrial
12,AT2VL22,Austria,580,46.55722,13.7089,Arnoldstein Waldsiedlung,industrial
13,AT4S405,Austria,255,48.223335,14.416667,Asten Kirchengasse,traffic
14,AT4S125,Austria,460,47.716667,13.632792,Bad Ischl,background
15,AT30201,Austria,286,47.959999,16.206951,Bad Vöslau - Gainfarn,background
16,AT31406,Austria,188,48.083332,16.337223,Biedermannsdorf Mühlengasse,traffic
17,AT31496,Austria,180,48.081112,16.348612,Biedermannsdorf Sportplatz,background
18,AT2VK26,Austria,480,46.585556,14.795011,Bleiburg Koschatstrasse,background
19,AT82708,Austria,580,47.156113,9.82723,Bludenz Herrengasse,background
20,AT82707,Austria,580,47.156944,9.819725,Bludenz Rathaus,background
21,AT60151,Austria,449,46.873055,15.495011,Bockberg,background
22,AT4S410,Austria,363,48.246666,13.051403,Braunau Lach,traffic
23,AT4S156,Austria,350,48.258335,13.040006,Braunau Zentrum,background
24,AT80471,Austria,726,47.502777,9.745289,Bregenz Montfortstrasse,traffic
25,AT72519,Austria,520,47.430836,11.872784,Brixlegg Innweg,industrial
26,AT60144,Austria,550,47.415279,15.280847,Bruck an der Mur - Glorietteweg,background
27,AT60180,Austria,485,47.409447,15.253336,Bruck an der Mur Flurgasse,background
28,AT60192,Austria,485,47.411392,15.258619,Bruck an der Mur West,traffic
29,AT31403,Austria,288,48.110832,16.283333,Brunn am Gebirge,background
30,AT30402,Austria,160,48.298332,16.559174,Deutsch Wagram,background
31,AT60147,Austria,365,46.818333,15.228344,Deutschlandsberg Frauentalerstraße,background
32,AT60195,Austria,368,46.813889,15.212789,Deutschlandsberg Rathausgasse,background
33,AT80807,Austria,440,47.410835,9.744175,Dornbirn Stadtstraße,background
34,AT31701,Austria,305,48.371109,15.546679,Dunkelsteinerwald,background
35,AT2M226,Austria,430,46.608334,14.398611,Ebenthal Zell,background
36,AT10001,Austria,160,47.84,16.526674,Eisenstadt Laschoberstraße,background
37,AT4S171,Austria,260,48.209724,14.433889,Enns Eckmayermühle B309,traffic
38,AT4S165,Austria,282,48.206944,14.454169,Enns Kristein A1,traffic
39,AT0ENK1,Austria,525,48.39167,13.671114,Enzenkirchen im Sauwald,background
40,AT81919,Austria,460,47.238888,9.596678,Feldkirch Bärenkreuzung,traffic
41,AT81913,Austria,460,47.238613,9.596955,Feldkirch Hirschgraben,traffic
42,AT2FE13,Austria,550,46.727501,14.090838,Feldkirchen Milesistrasse,traffic
43,AT2KL17,Austria,460,46.529167,14.301683,Ferlach,background
44,AT30602,Austria,179,48.109444,16.627232,Fischamend,background
45,AT30202,Austria,581,48.10611,15.919448,Forsthof am Schöpfl,background
46,AT2VL12,Austria,515,46.563889,13.811122,Fürnitz Bahnhofstrasse,industrial
47,AT60198,Austria,276,47.046944,16.078901,Fürstenfeld,background
48,AT51002,Austria,1010,47.798332,13.116667,Gaisberg Zistelalm,background
49,AT2VL52,Austria,1895,46.683891,13.901963,Gerlitzen Steinturm,background
50,AT60191,Austria,380,47.142223,15.325563,Gratwein,industrial
51,AT60164,Austria,358,47.055553,15.417789,Graz Don Bosco,traffic
52,AT60036,Austria,481,47.06694,15.49361,Graz Lustbühel,background
53,AT60160,Austria,355,47.069721,15.438614,Graz Mitte,background
54,AT60172,Austria,350,47.069168,15.43167,Graz Mitte Gries,background
55,AT60138,Austria,348,47.095554,15.41418,Graz Nord,background
56,AT60161,Austria,366,47.060555,15.471113,Graz Ost,background
57,AT60171,Austria,362,47.059444,15.466125,Graz Ost Petersgasse,traffic
58,AT60020,Austria,661,47.113056,15.470558,Graz Platte,background
59,AT60018,Austria,450,47.077221,15.438614,Graz Schlossberg,background
60,AT60140,Austria,345,47.043056,15.434736,Graz Süd Herrgottwiesgasse,background
61,AT60170,Austria,345,47.041943,15.434175,Graz Süd Tiergartenweg,background
62,AT60162,Austria,360,47.033054,15.4,Graz Südwest,background
63,AT60139,Austria,370,47.069721,15.404169,Graz West,background
64,AT60196,Austria,1648,47.040276,14.330011,Grebenzen,background
65,AT30406,Austria,155,48.195,16.55056,Großenzersdorf Friedhof,background
66,AT30407,Austria,150,48.236668,16.636948,Großenzersdorf Glinzendorf,background
67,AT32201,Austria,710,48.530834,15.166667,Großgöttfritz,background
68,AT60157,Austria,980,47.616665,13.796679,Grundlsee,background
69,AT4S108,Austria,918,48.531113,14.574728,Grünbach bei Freistadt,background
70,AT30401,Austria,161,48.334721,16.73057,Gänserndorf,background
71,AT72223,Austria,680,47.240002,11.390839,Gärberbach - Brennerautobahn,traffic
72,AT4S169,Austria,280,48.2,14.25112,Haid - Ansfelden,traffic
73,AT30301,Austria,165,48.14389,16.961123,Hainburg,background
74,AT72209,Austria,570,47.27639,11.503336,Hall i.T. Münzergasse,traffic
75,AT72227,Austria,560,47.278057,11.512511,Hall in Tirol - Sportplatz,traffic
76,AT52300,Austria,440,47.691113,13.108062,Hallein A10 Tauernautobahn,traffic
77,AT52000,Austria,440,47.683056,13.101964,Hallein B159,traffic
78,AT52015,Austria,440,47.672779,13.113903,Hallein Gamp,industrial
79,AT52100,Austria,650,47.666946,13.10584,Hallein Winterstall,industrial
80,AT60188,Austria,330,47.27861,15.97501,Hartberg Wiesengasse,background
81,AT60179,Austria,349,47.282776,15.971944,Hartberg Zentrum,background
82,AT53055,Austria,730,47.972778,13.015847,Haunsberg,background
83,AT30502,Austria,560,48.878609,15.046679,Heidenreichstein Thaures,background
84,AT72710,Austria,993,47.447781,10.744175,Heiterwang,traffic
85,AT2HE19,Austria,600,46.624722,13.373061,Hermagor Gailtalstrasse,traffic
86,AT30603,Austria,172,48.086109,16.433332,Himberg,background
87,AT0HBG1,Austria,463,48.148056,12.866947,Hochburg-Ach,background
88,AT60137,Austria,900,47.059166,15.016666,Hochgössnitz,background
89,AT60189,Austria,1850,47.358334,13.633333,Hochwurzen,background
90,AT80709,Austria,405,47.458889,9.640284,Höchst Gemeindeamt,traffic
91,AT72705,Austria,880,47.470001,10.682237,Höfen Lärchbichl,background
92,AT0ILL1,Austria,117,47.77,16.766403,Illmitz,background
93,AT72311,Austria,635,47.218056,10.736114,Imst Imsterau,traffic
94,AT72315,Austria,715,47.216949,10.735578,Imst Inntalautobahn A12,traffic
95,AT72123,Austria,1910,47.30611,11.378067,Innsbruck Nordkette,background
96,AT72126,Austria,570,47.273056,11.441953,Innsbruck Olympisches Dorf,background
97,AT72106,Austria,570,47.271667,11.417789,Innsbruck Reichenau,traffic
98,AT72113,Austria,670,47.271111,11.366667,Innsbruck Sadrach,background
99,AT72110,Austria,580,47.263054,11.393064,Innsbruck Zentrum Fallmerayerstr.,traffic
100,AT30801,Austria,556,48.724445,15.50028,Irnfritz,background
101,AT60118,Austria,715,47.179447,14.677508,Judenburg,background
102,AT60136,Austria,375,47.119442,15.355281,Judendorf Süd,industrial
103,AT60145,Austria,517,47.445557,15.290284,Kapfenberg,background
104,AT72218,Austria,1730,47.342778,11.228344,Karwendel West,background
105,AT32604,Austria,750,48.044998,14.77222,Kematen,background
106,AT60184,Austria,660,47.514446,15.486392,Kindberg-Wartberg,background
107,AT10003,Austria,138,48.109444,17.071392,Kittsee,background
108,AT2KA11,Austria,440,46.626111,14.298347,Klagenfurt Koschatstrasse,traffic
109,AT2KA41,Austria,550,46.629719,14.289173,Klagenfurt Kreuzbergl,background
110,AT2KA61,Austria,455,46.652779,14.26891,Klagenfurt Nordumfahrung A2,traffic
111,AT2KA71,Austria,445,46.626667,14.299167,Klagenfurt Sterneckstraße,background
112,AT2KA21,Austria,445,46.619999,14.316947,Klagenfurt Völkermarkterstrasse,traffic
113,AT2F202,Austria,810,46.841942,14.5289,Klein St. Paul - Pemberg,industrial
114,AT30599,Austria,192,48.306942,16.326399,Klosterneuburg Wiener Straße,traffic
115,AT30601,Austria,200,48.301388,16.304724,Klosterneuburg Wisentgasse,background
116,AT60185,Austria,300,46.752777,15.956672,Klöch bei Bad Radkersburg,background
117,AT60115,Austria,635,47.218056,14.830011,Knittelfeld Kindergarten,background
118,AT60119,Austria,635,47.210278,14.82445,Knittelfeld Parkstraße,background
119,AT30103,Austria,465,48.179722,14.866667,Kollmitzberg,background
120,AT30901,Austria,170,48.349998,16.334723,Korneuburg,background
121,AT72538,Austria,600,47.459167,11.910563,Kramsach Angerberg,background
122,AT32501,Austria,190,48.409447,15.62028,Krems,background
123,AT72547,Austria,550,47.581944,12.169725,Kufstein Festung,background
124,AT72552,Austria,505,47.586388,12.173617,Kufstein Praxmarerstraße,traffic
125,AT72539,Austria,500,47.584442,12.172228,Kufstein Zentrum Franz Josefs Platz,traffic
126,AT72550,Austria,510,47.468891,11.958342,Kundl A12,traffic
127,AT60106,Austria,445,47.061665,15.079178,Köflach,background
128,AT72617,Austria,817,47.137779,10.566947,Landeck Gerberbrücke,traffic
129,AT30903,Austria,160,48.303055,16.361389,Langenzersdorf,background
130,AT60197,Austria,270,46.778332,15.540562,Leibnitz,background
131,AT4S418,Austria,510,47.971947,13.600842,Lenzing,industrial
132,AT60142,Austria,555,47.37611,15.077508,Leoben Donawitz,industrial
133,AT60141,Austria,554,47.359444,15.098903,Leoben Göß,background
134,AT60143,Austria,540,47.383053,15.090005,Leoben Zentrum,background
135,AT72910,Austria,670,46.828056,12.76557,Lienz Amlacherkreuzung,traffic
136,AT72906,Austria,670,46.828331,12.7614,Lienz Dolomitenkreuzung,traffic
137,AT72908,Austria,670,46.825,12.765569,Lienz Sportzentrum,background
138,AT72912,Austria,681,46.819168,12.765831,Lienz Tristacher See Straße,background
139,AT60182,Austria,665,47.567223,14.24362,Liezen,background
140,AT4S415,Austria,255,48.323334,14.297792,Linz 24er Turm,traffic
141,AT4BERN,Austria,260,48.310555,14.281403,Linz Bernaschekplatz,traffic
142,AT4S425,Austria,380,48.297222,14.267509,Linz Freinberg,background
143,AT4S401,Austria,290,48.291943,14.291395,Linz Hauserhof,background
144,AT4S412,Austria,258,48.254444,14.310842,Linz Kleinmünchen,background
145,AT4S416,Austria,265,48.274445,14.314736,Linz Neue Welt,background
146,AT4S414,Austria,263,48.297501,14.301403,Linz ORF-Zentrum,background
147,AT4S431,Austria,262,48.303055,14.28307,Linz Römerberg,traffic
148,AT4S184,Austria,260,48.30611,14.297501,Linz Stadtpark,background
149,AT4S131,Austria,254,48.294445,14.337502,Linz Tankhafen,industrial
150,AT4S403,Austria,269,48.315556,14.280833,Linz Urfahr,traffic
151,AT4S413,Austria,262,48.303055,14.291676,Linz Ursulinenhof,background
152,AT80706,Austria,410,47.410835,9.652781,Lustenau Wiesenrain,background
153,AT80710,Austria,410,47.432503,9.649458,Lustenau Zollamt,traffic
154,AT10007,Austria,240,47.43,16.53,Mannersdorf an der Rabnitz,background
155,AT32702,Austria,159,48.150833,16.511667,Mannswörth A4,traffic
156,AT32792,Austria,155,48.145557,16.523611,Mannswörth Freizeitgelände,industrial
157,AT60156,Austria,1137,47.348053,15.881958,Masenberg,background
158,AT31301,Austria,250,48.578609,16.58057,Mistelbach,background
159,AT31401,Austria,210,48.086109,16.302244,Mödling,background
160,AT60194,Austria,679,47.604721,15.673061,Mürzzuschlag Roseggerpark,background
161,AT31905,Austria,182,48.322222,15.966667,Neusiedl im Tullnerfeld,background
162,AT60193,Austria,510,47.396114,15.146955,Niklasdorf,industrial
163,AT2SP20,Austria,612,46.748055,12.972783,Oberdrauburg Bundesstraße,traffic
164,AT10002,Austria,330,47.304167,16.193064,Oberschützen,background
165,AT2SP10,Austria,686,46.935558,13.195567,Obervellach Schulzentrum,background
166,AT11002,Austria,330,47.304165,16.193054,Oberwart,background
167,AT31502,Austria,890,47.670002,15.854726,Payerbach,background
168,AT60183,Austria,410,47.205833,15.346955,Peggau,industrial
169,AT60105,Austria,585,47.081665,15.078889,Piber,background
170,AT0PIL1,Austria,315,48.721111,15.94223,Pillersdorf bei Retz,background
171,AT30065,Austria,248,48.207222,16.175564,Purkersdorf,background
172,AT31204,Austria,216,48.213055,15.207228,Pöchlarn,background
173,AT60127,Austria,795,47.218889,14.601683,Pöls Ost,background
174,AT60186,Austria,935,47.223611,14.638894,Reiterberg,industrial
175,AT60150,Austria,1620,47.405003,15.360842,Rennfeld,background
176,AT2AUT1,Austria,1160,47.026944,13.603889,Rennweg A10,traffic
177,AT0ZIL1,Austria,555,47.306667,11.863889,Ried im Zillertal,background
178,AT51200,Austria,455,47.81805,13.03001,Salzburg Lehen Martinstraße,background
179,AT51299,Austria,420,47.816387,13.031388,Salzburg Lehen Revierstraße,background
180,AT51066,Austria,430,47.80611,13.046123,Salzburg Mirabellplatz,traffic
181,AT51000,Austria,425,47.797501,13.053614,Salzburg Rudolfsplatz,traffic
182,AT32701,Austria,155,48.145,16.474451,Schwechat Sportplatz,background
183,AT4S420,Austria,920,48.7125,13.952244,Schöneben,background
184,AT2F101,Austria,1080,46.675556,15.046123,Soboth Forsthaus,background
185,AT0SON1,Austria,3106,47.054443,12.958342,Sonnblick,background
186,AT2SP18,Austria,560,46.801666,13.495567,Spittal a.d.Drau Oktoberstrasse,background
187,AT2WO25,Austria,430,46.763889,14.822227,St. Andrä im Lavanttal Volksschule,industrial
188,AT2WO35,Austria,540,46.708057,14.891953,St. Georgen im Lavanttal - Herzogberg,background
189,AT54057,Austria,620,47.348888,13.205839,St. Johann im Pongau,background
190,AT52055,Austria,1005,47.650558,13.233334,St. Koloman Kleinhorn,background
191,AT32302,Austria,271,48.209999,15.611122,St. Pölten - Europaplatz,traffic
192,AT32301,Austria,270,48.211391,15.63168,St. Pölten - Eybnerstraße,background
193,AT32391,Austria,265,48.201389,15.633056,St. Pölten Landhaus,industrial
194,AT0SIG1,Austria,1666,47.189167,11.099736,St. Sigmund im Sellrain,background
195,AT30104,Austria,295,48.18,14.545568,St. Valentin A1,traffic
196,AT30102,Austria,242,48.226665,14.562789,St. Valentin Stein,background
197,AT2SV24,Austria,480,46.770279,14.365833,St. Veit a.d.Glan Hauptbahnhof,background
198,AT2SV14,Austria,475,46.765835,14.355003,St. Veit a.d.Glan Oktoberplatz,traffic
199,AT4S409,Austria,307,48.050831,14.440561,Steyr,background
200,AT4S173,Austria,250,48.278889,14.365848,Steyregg Au,industrial
201,AT4S197,Austria,258,48.319721,14.339444,Steyregg Plesching,industrial
202,AT4S417,Austria,335,48.290276,14.352778,Steyregg Weih,industrial
203,AT4S198,Austria,255,48.293056,14.344999,Steyregg Windegg,industrial
204,AT30302,Austria,210,48.050831,16.676674,Stixneusiedl,background
205,AT30992,Austria,170,48.388889,16.212223,Stockerau Schulweg,background
206,AT30902,Austria,186,48.38833,16.21446,Stockerau West,traffic
207,AT0STO1,Austria,1302,47.129166,14.203892,Stolzalpe bei Murau,background
208,AT60135,Austria,454,47.112499,15.340005,Straßengel Kirche,industrial
209,AT31904,Austria,220,48.276665,15.936114,Streithofen im Tullnerfeld,background
210,AT80503,Austria,1020,47.529167,9.926675,Sulzberg im Bregenzerwald,background
211,AT55032,Austria,1025,47.125832,13.806951,Tamsweg - Untere Postgasse,background
212,AT55016,Austria,1040,47.127777,13.813903,Tamsweg Bezirkshauptmannschaft,background
213,AT4S199,Austria,340,47.94389,14.361667,Ternberg,background
214,AT31501,Austria,380,47.716667,16.044456,Ternitz,background
215,AT6THOE,Austria,638,47.52306,15.21611,Thörl bei Aflenz,background
216,AT31703,Austria,190,48.353333,15.746956,Traismauer,background
217,AT31903,Austria,192,48.331667,15.859731,Trasdorf im Tullnerfeld,background
218,AT4S404,Austria,274,48.225277,14.238894,Traun,background
219,AT2TREI,Austria,605,46.863331,14.458342,Treibach,industrial
220,AT31906,Austria,495,48.282222,16.148625,Tulbinger Kogel,background
221,AT31901,Austria,290,48.33139,16.05945,Tulln Leopoldgasse,background
222,AT31991,Austria,190,48.329998,16.057222,Tulln Wilhelmstraße,industrial
223,AT2VI12,Austria,490,46.611111,13.841116,Villach Tirolerbrücke,traffic
224,AT60103,Austria,390,47.049721,15.15,Voitsberg Freibad,background
225,AT60104,Austria,380,47.038887,15.165569,Voitsberg Krems,background
226,AT60107,Austria,390,47.044998,15.15,Voitsberg Mühlgasse,background
227,AT72821,Austria,550,47.349167,11.693064,Vomp A12 Inntalautobahn,traffic
228,AT72822,Austria,545,47.346943,11.691675,Vomp an der Leiten,traffic
229,AT0VOR1,Austria,1020,46.679722,12.971947,Vorhegg bei Kötschach-Mauthen,background
230,AT4S407,Austria,420,48.00111,13.66807,Vöcklabruck,background
231,AT2VK16,Austria,460,46.663891,14.63307,Völkermarkt Umfahrungsstraße,traffic
232,AT31402,Austria,194,48.125,16.331682,Vösendorf,traffic
233,AT32603,Austria,460,47.961391,14.787226,Waidhofen an der Ybbs,background
234,AT82801,Austria,940,47.127777,10.046956,Wald am Arlberg,traffic
235,AT4S166,Austria,450,48.17889,13.683614,Weibern A8,traffic
236,AT60181,Austria,468,47.221111,15.625286,Weiz,traffic
237,AT4S406,Austria,316,48.165001,14.035578,Wels Linzerstraße,background
238,AT90AKC,Austria,185,48.219166,16.345844,Wien AKH,traffic
239,AT90AKA,Austria,270,48.220833,16.347792,Wien AKH-Dach,background
240,AT9BELG,Austria,220,48.175003,16.363068,Wien Belgradplatz,traffic
241,AT90FLO,Austria,155,48.260834,16.396955,Wien Floridsdorf Gerichtsgasse,traffic
242,AT9GAUD,Austria,175,48.187778,16.340561,Wien Gaudenzdorf,traffic
243,AT9JAEG,Austria,520,48.271111,16.298903,Wien Hermannskogel,background
244,AT90MBA,Austria,195,48.188889,16.301964,Wien Hietzinger Kai,traffic
245,AT900ZA,Austria,207,48.249168,16.357784,Wien Hohe Warte - Zentralanstalt für Meteorologie und Geodyn,background
246,AT900KE,Austria,155,48.156944,16.475565,Wien Kaiserebersdorf,industrial
247,AT9KEND,Austria,230,48.205555,16.310564,Wien Kendlerstraße,traffic
248,AT90LAA,Austria,250,48.161392,16.392786,Wien Laaer Berg,background
249,AT9LIES,Austria,215,48.138058,16.296677,Wien Liesing,traffic
250,AT90LOB,Austria,150,48.162502,16.526674,Wien Lobau - Grundwasserwerk,background
251,AT9RINN,Austria,160,48.185001,16.407784,Wien Rinnböckstraße,traffic
252,AT9SCHA,Austria,320,48.235832,16.303057,Wien Schafberg,background
253,AT9STAD,Austria,155,48.228058,16.460566,Wien Stadlau,background
254,AT9STEF,Austria,173,48.208889,16.373894,Wien Stephansplatz,background
255,AT90TAB,Austria,160,48.218056,16.381958,Wien Taborstrasse,traffic
256,AT31413,Austria,219,48.083889,16.330278,Wiener Neudorf,traffic
257,AT32401,Austria,265,47.814167,16.255003,Wiener Neustadt - Neuklosterwiese,background
258,AT32101,Austria,738,47.608334,16.293064,Wiesmath,background
259,AT60154,Austria,314,46.887501,15.508061,Wildon,background
260,AT2WO15,Austria,440,46.835278,14.844174,Wolfsberg Hauptschule,traffic
261,AT30403,Austria,190,48.392223,16.522228,Wolkersdorf,background
262,AT72530,Austria,510,47.489166,12.067509,Wörgl,traffic
263,AT55018,Austria,1205,47.154167,13.505003,Zederhaus A10,traffic
264,AT56071,Austria,770,47.339443,12.813903,Zell am See Krankenhaus,background
265,AT56065,Austria,785,47.325832,12.796956,Zell am See Schloßplatz,traffic
266,AT60114,Austria,675,47.192501,14.753336,Zeltweg,background
267,AT30701,Austria,230,48.528889,15.942786,Ziersdorf,background
268,AT72807,Austria,1970,47.136944,11.869725,Zillertaler Alpen,background
269,AT31902,Austria,200,48.328331,15.909175,Zwentendorf,background
270,AT0ZOE2,Austria,899,47.838612,14.441395,Zöbelboden - Reichraminger Hintergebirge,background
271,BA0004A,Bosnia and Herzegovina,153,44.796944,17.196676,BANJA LUKA - MS,background
272,BA0033A,Bosnia and Herzegovina,153,44.796944,17.19611,BANJA LUKA -AUTOMATSKA STANICA,background
273,BA0034A,Bosnia and Herzegovina,153,44.796944,17.196667,BANJA LUKA-AUTOMATSKA STANICA,background
274,BA0016A,Bosnia and Herzegovina,246,44.826664,15.89362,BIHAC - MS,background
275,BA0015A,Bosnia and Herzegovina,90,44.795277,19.270836,BIJELJINA - MS,background
276,BA0017A,Bosnia and Herzegovina,485,44.370277,16.394733,DRVAR - MS,background
277,BA0001G,Bosnia and Herzegovina,970,43.778332,18.020281,IVAN SEDLO,background
278,BA0011A,Bosnia and Herzegovina,431,44.350277,17.267508,JAJCE - MS,background
279,BA0007A,Bosnia and Herzegovina,99,43.350555,17.792786,MOSTAR - MS,background
280,BA0020A,Bosnia and Herzegovina,135,44.986946,16.732792,PRIJEDOR,background
281,BA0018A,Bosnia and Herzegovina,158,44.772499,16.683613,S.MOST - MS,background
282,BA0035A,Bosnia and Herzegovina,520,43.856388,18.41361,SARAJEVO ALIPASINA,background
283,BA0001A,Bosnia and Herzegovina,630,43.867496,18.423061,SARAJEVO-BJ,background
284,BA0029A,Bosnia and Herzegovina,630,43.867496,18.423061,SARAJEVO-BJ-AUTOMAT,background
285,BA0027A,Bosnia and Herzegovina,630,43.852776,18.334455,SARAJEVO-BP,background
286,BA0030A,Bosnia and Herzegovina,630,43.853333,18.386391,SARAJEVO-NSAR,background
287,BA0031A,Bosnia and Herzegovina,220,44.540554,18.673338,SKVER - MS1,traffic
288,BA0019A,Bosnia and Herzegovina,173,44.685001,18.968069,TERMOELEKTRANA - MS,industrial
289,BA0009A,Bosnia and Herzegovina,305,44.558056,18.69334,TUZLA - MS,background
290,BA0032A,Bosnia and Herzegovina,210,44.534721,18.661678,TUZLA1 - MS2,traffic
291,BA0012A,Bosnia and Herzegovina,823,44.164722,18.328901,VARES - KULA B,industrial
292,BA0003A,Bosnia and Herzegovina,345,44.217777,17.887781,ZENICA - MS,industrial
293,BEMAT01,Belgium,7,51.19762,4.396211,00AT01 - ANTWERPEN,industrial
294,BEMBE01,Belgium,29,51.324501,4.820047,00BE01 - BEERSE,industrial
295,BEMBE02,Belgium,29,51.332619,4.801531,00BE02 - BEERSE,industrial
296,BEMBE06,Belgium,32,51.329193,4.817711,00BE06 - BEERSE,industrial
297,BEMBE07,Belgium,35,51.325588,4.820458,00BE07 - BEERSE,industrial
298,BEMBE08,Belgium,29,51.321281,4.8231,00BE08 - BEERSE,industrial
299,BEMBE09,Belgium,31,51.3269,4.788753,00BE09 - BEERSE,industrial
300,BEMBE10,Belgium,29,51.321556,4.805172,00BE10 - BEERSE,industrial
301,BEMBE11,Belgium,31,51.328675,4.824506,00BE11 - BEERSE,industrial
302,BEMBE15,Belgium,28,51.322722,4.822739,00BE15 - BEERSE,industrial
303,BEMEK03,Belgium,65,51.125137,5.363797,00EK03 - EKSEL,background
304,BEMGK02,Belgium,75,50.937019,5.517372,00GK02 - GENK,industrial
305,BEMGK03,Belgium,83,50.931221,5.506403,00GK03 - GENK,industrial
306,BEMGK04,Belgium,83,50.93285,5.5168,00GK04 - GENK,industrial
307,BEMGK05,Belgium,83,50.941044,5.525538,00GK05 - GENK,industrial
308,BEMGK06,Belgium,83,50.92844,5.469322,00GK06 - GENK,industrial
309,BEMGK07,Belgium,83,50.898647,5.501561,00GK07 - GENK,industrial
310,BEMGK08,Belgium,83,50.927971,5.556484,00GK08 - GENK,industrial
311,BEMGK10,Belgium,45,50.922725,5.484492,00GK10 - GENK,industrial
312,BEMGK11,Belgium,45,50.932163,5.519072,00GK11 - GENK,industrial
313,BEMGK12,Belgium,45,50.936443,5.521866,00GK12 - GENK,industrial
314,BEMGK13,Belgium,45,50.933132,5.530122,00GK13 - GENK,industrial
315,BEMGN05,Belgium,10,51.027061,3.714628,00GN05 - GENT,traffic
316,BEMHB01,Belgium,10,51.172684,4.338692,00HB01 - HOBOKEN,industrial
317,BEMHB17,Belgium,10,51.170555,4.336589,00HB17 - HOBOKEN,industrial
318,BEMHB18,Belgium,10,51.174412,4.34285,00HB18 - HOBOKEN,industrial
319,BEMHB19,Belgium,16,51.168419,4.345442,00HB19 - HOBOKEN,industrial
320,BEMHB20,Belgium,8,51.167362,4.323825,00HB20 - KRUIBEKE,industrial
321,BEMHB23,Belgium,13,51.170555,4.339736,00HB23 - HOBOKEN,industrial
322,BEMHB24,Belgium,10,51.180525,4.361481,00HB24 - HOBOKEN,industrial
323,BEMHB25,Belgium,20,51.161774,4.355208,00HB25 - HOBOKEN,industrial
324,BEMHB26,Belgium,2,51.163578,4.309964,00HB26 - KRUIBEKE,industrial
325,BEMHR01,Belgium,40,50.72644,4.014981,00HR01 - HERNE,background
326,BEMKK01,Belgium,6,51.121445,2.657322,00KK01 - KOKSIJDE,background
327,BEMKK02,Belgium,6,51.121445,2.657322,00KK02 - KOKSIJDE,background
328,BEMKN02,Belgium,6,51.360806,3.344217,00KN02 - KNOKKE,background
329,BEMM522,Belgium,56,50.465618,3.93775,00M522 - MONS,traffic
330,BEMML01,Belgium,12,51.016525,4.461097,00ML01 - MECHELEN,traffic
331,BEMN029,Belgium,2,51.016811,2.581105,00N029 - HOUTEM,background
332,BEMN045,Belgium,20,50.940262,5.367084,00N045 - HASSELT,traffic
333,BEMN060,Belgium,28,50.616711,3.457631,00N060 - HAVINNES,background
334,BEMN063,Belgium,145,50.655992,4.667017,00N063 - CORROY-L-GD,background
335,BEMN085,Belgium,490,50.303761,6.00042,00N085 - VIELSALM,background
336,BEMN093,Belgium,265,50.275047,5.233886,00N093 - SINSIN,background
337,BEMN100,Belgium,225,50.096249,4.593503,00N100 - DOURBES,background
338,BEMN132,Belgium,375,49.719578,5.628981,00N132 - HABAY-L-N,background
339,BEMNM01,Belgium,85,50.463757,4.871136,00NM01 - NAMUR,traffic
340,BEMOL01,Belgium,15,51.19075,4.89795,00OL01 - OLEN,industrial
341,BEMOP02,Belgium,16,51.233318,5.396677,00OP02 - OVERPELT,background
342,BEMR221,Belgium,65,50.659004,5.626536,00R221 - LIEGE,background
343,BEMR750,Belgium,6,51.196594,3.821664,00R750 - ZELZATE,industrial
344,BEMR801,Belgium,5,51.210197,4.430547,00R801 - BORGERHOUT,traffic
345,BEMR802,Belgium,6,51.21048,4.433091,00R802 - BORGERHOUT,traffic
346,BEMR822,Belgium,6,51.26482,4.340008,00R822 - ANTWERPEN,industrial
347,BEMTV01,Belgium,82,50.83305,4.502494,00TV01 - TERVUREN,background
348,BEMWZ01,Belgium,45,51.206856,5.242136,00WZ01 - LOMMEL,industrial
349,BEMWZ02,Belgium,45,51.193832,5.220764,00WZ02 - MOL,industrial
350,BEMZU01,Belgium,74,50.92724,5.557625,00ZU01 - ZUTENDAAL,industrial
351,BEMAND2,Belgium,20,50.823971,4.314706,01AND2 - ANDERLECHT,background
352,BEMAND3,Belgium,20,50.82053,4.310284,01AND3 - ANDERLECHT,background
353,BEMAND4,Belgium,15,50.827854,4.306172,01AND4 - ANDERLECHT,background
354,BEMBLD1,Belgium,70,50.842121,4.371461,01BLD1 - BELLIARD,traffic
355,BEMMEU1,Belgium,50,50.895645,4.39145,01MEU1 - MEUDON,background
